Title,Duration in minutes,Rating (Numeric),Rating (Label),Votes,Link,Genres,Poster Link,Description
Ran,160,8.2,R,140884,https://www.imdb.com/title/tt0089881/,"Action, Drama, War",https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
Top Gun: Maverick,130,8.2,PG-13,749451,https://www.imdb.com/title/tt1745960/,"Action, Drama",https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
No Country for Old Men,122,8.2,R,1099358,https://www.imdb.com/title/tt0477348/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
El laberinto del fauno,118,8.2,R,717054,https://www.imdb.com/title/tt0457430/,"Drama, Fantasy, War",https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks."
The Thing,109,8.2,R,487794,https://www.imdb.com/title/tt0084787/,"Horror, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
Unforgiven,130,8.2,R,447057,https://www.imdb.com/title/tt0105695/,"Drama, Western",https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.
A Beautiful Mind,135,8.2,PG-13,1009649,https://www.imdb.com/title/tt0268978/,"Biography, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery."
Kill Bill: Vol. 1,111,8.2,R,1230020,https://www.imdb.com/title/tt0266697/,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
The Treasure of the Sierra Madre,126,8.2,Approved,135756,https://www.imdb.com/title/tt0040897/,"Adventure, Drama, Western",https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
Yôjinbô,110,8.2,Not Rated,135550,https://www.imdb.com/title/tt0055630/,"Action, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
Prisoners,153,8.2,R,848476,https://www.imdb.com/title/tt1392214/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg,"Keller Dover is facing every parent&apos;s worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their s..."
Finding Nemo,100,8.2,G,1142979,https://www.imdb.com/title/tt0266543/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
The Great Escape,172,8.2,Approved,265151,https://www.imdb.com/title/tt0057115/,"Adventure, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations."
Monty Python and the Holy Grail,91,8.2,PG,581561,https://www.imdb.com/title/tt0071853/,"Adventure, Comedy, Fantasy",https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
The Wild Robot,102,8.2,PG,107846,https://www.imdb.com/title/tt29623480/,"Animation, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_.jpg,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island&apos;s animals and cares for an orphaned baby goose."
Hauru no ugoku shiro,119,8.2,PG,471191,https://www.imdb.com/title/tt0347149/,"Animation, Adventure, Family",https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
The Elephant Man,124,8.2,PG,266165,https://www.imdb.com/title/tt0080678/,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_.jpg,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
Dial M for Murder,105,8.2,PG,194841,https://www.imdb.com/title/tt0046912/,"Crime, Thriller",https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg,A former tennis star arranges the murder of his adulterous wife.
Rashômon,88,8.2,Not Rated,186471,https://www.imdb.com/title/tt0042876/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_.jpg,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter."
Gone with the Wind,238,8.2,G,341987,https://www.imdb.com/title/tt0031381/,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
Chinatown,130,8.1,R,359971,https://www.imdb.com/title/tt0071315/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
El secreto de sus ojos,129,8.2,R,229113,https://www.imdb.com/title/tt1305806/,"Drama, Mystery, Romance",https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
"Lock, Stock and Two Smoking Barrels",107,8.1,R,628753,https://www.imdb.com/title/tt0120735/,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt."
V for Vendetta,132,8.1,R,1202764,https://www.imdb.com/title/tt0434409/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman."
Inside Out,95,8.1,PG,847877,https://www.imdb.com/title/tt2096673/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
Klaus,96,8.2,PG,207362,https://www.imdb.com/title/tt4729430/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_.jpg,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
"Three Billboards Outside Ebbing, Missouri",115,8.1,R,571869,https://www.imdb.com/title/tt5027774/,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg,A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.
Raging Bull,129,8.1,R,390301,https://www.imdb.com/title/tt0081398/,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_.jpg,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
Trainspotting,93,8.1,R,741355,https://www.imdb.com/title/tt0117951/,Drama,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_.jpg,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
The Bridge on the River Kwai,161,8.1,PG,239010,https://www.imdb.com/title/tt0050212/,"Adventure, Drama, War",https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
Catch Me If You Can,141,8.1,PG-13,1139372,https://www.imdb.com/title/tt0264464/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
Fargo,98,8.1,R,743445,https://www.imdb.com/title/tt0116282/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.
Warrior,140,8.1,PG-13,508449,https://www.imdb.com/title/tt1291584/,"Action, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
Harry Potter and the Deathly Hallows - Part 2,130,8.1,PG-13,979342,https://www.imdb.com/title/tt1201607/,"Adventure, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort."
Gran Torino,116,8.1,R,830249,https://www.imdb.com/title/tt1205489/,Drama,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
Spider-Man: No Way Home,148,8.2,PG-13,925394,https://www.imdb.com/title/tt10872600/,"Action, Adventure, Fantasy",https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear."
Million Dollar Baby,132,8.1,PG-13,737185,https://www.imdb.com/title/tt0405159/,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
Tonari no Totoro,86,8.1,G,397592,https://www.imdb.com/title/tt0096283/,"Animation, Comedy, Family",https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
Mad Max: Fury Road,120,8.1,R,1145821,https://www.imdb.com/title/tt1392190/,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
Kimetsu no Yaiba: Tsuzumi Yashiki-hen,87,8.7,Unknown Rating,28250,https://www.imdb.com/title/tt16492678/,"Animation, Action, Fantasy",https://m.media-amazon.com/images/M/MV5BZjQzYWUzMWYtMWNmMi00ZDYxLTgzYmItN2NjYTY2YWEyMzNlXkEyXkFqcGc@._V1_.jpg,Tanjiro ventures to the south-southeast where he encounters a cowardly young man named Zenitsu Agatsuma. He is a fellow survivor from Final Selection and his sparrow asks Tanjiro to help keep him in line.
Ben-Hur,212,8.1,G,259605,https://www.imdb.com/title/tt0052618/,"Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge."
Bacheha-ye aseman,89,8.2,PG,83975,https://www.imdb.com/title/tt0118849/,"Drama, Family, Sport",https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair."
Barry Lyndon,185,8.1,PG,189525,https://www.imdb.com/title/tt0072684/,"Adventure, Drama, War",https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.
12 Years a Slave,134,8.1,R,756061,https://www.imdb.com/title/tt2024544/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Blade Runner,117,8.1,R,843201,https://www.imdb.com/title/tt0083658/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
Before Sunrise,101,8.1,R,351892,https://www.imdb.com/title/tt0112471/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
The Grand Budapest Hotel,99,8.1,R,911622,https://www.imdb.com/title/tt2278388/,"Adventure, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge."
Hacksaw Ridge,139,8.1,R,621731,https://www.imdb.com/title/tt2119532/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Dead Poets Society,128,8.1,PG,575499,https://www.imdb.com/title/tt0097165/,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
Gone Girl,149,8.1,R,1101629,https://www.imdb.com/title/tt2267998/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg,The husband of a missing woman becomes the chief suspect in her disappearance.
Salinui chueok,132,8.1,Not Rated,231041,https://www.imdb.com/title/tt0353969/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
In the Name of the Father,133,8.1,R,193068,https://www.imdb.com/title/tt0107207/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them."
"Monsters, Inc.",92,8.1,G,1010732,https://www.imdb.com/title/tt0198781/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
The Gold Rush,95,8.1,Approved,121845,https://www.imdb.com/title/tt0015864/,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
Ratatouille,111,8.1,G,864186,https://www.imdb.com/title/tt0382932/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
Relatos salvajes,122,8.1,R,224139,https://www.imdb.com/title/tt3011894/,"Comedy, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg,Six short stories that explore the extremities of human behavior involving people in distress.
Maharaja,141,8.4,Unknown Rating,59445,https://www.imdb.com/title/tt26548265/,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds."
How to Train Your Dragon,98,8.1,PG,827279,https://www.imdb.com/title/tt0892769/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
Jaws,124,8.1,PG,683105,https://www.imdb.com/title/tt0073195/,"Adventure, Drama, Horror",https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
The Deer Hunter,183,8.1,R,370976,https://www.imdb.com/title/tt0077416/,"Drama, War",https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
Sherlock Jr.,45,8.2,Passed,60052,https://www.imdb.com/title/tt0015324/,"Action, Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch."
The General,78,8.1,Passed,101136,https://www.imdb.com/title/tt0017925/,"Action, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene..."
Mary and Max.,92,8.1,Not Rated,193226,https://www.imdb.com/title/tt0978762/,"Animation, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome."
On the Waterfront,108,8.1,Approved,169734,https://www.imdb.com/title/tt0047296/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims."
Ford v Ferrari,152,8.1,PG-13,507054,https://www.imdb.com/title/tt1950186/,"Action, Biography, Drama",https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
Le salaire de la peur,156,8.1,Not Rated,69052,https://www.imdb.com/title/tt0046268/,"Adventure, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
Mr. Smith Goes to Washington,129,8.1,Approved,124429,https://www.imdb.com/title/tt0031679/,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c..."
Smultronstället,92,8.1,Not Rated,118486,https://www.imdb.com/title/tt0050986/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
The Third Man,104,8.1,Approved,187378,https://www.imdb.com/title/tt0041959/,"Drama, Film-Noir, Mystery",https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_.jpg,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
Logan,137,8.1,R,873956,https://www.imdb.com/title/tt3315342/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
