Title,Duration in minutes,Rating (Numeric),Rating (Label),Votes,Link,Genres,Poster Link,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Up,0.26424870466321243,8.3,PG,0.3833268097263262,https://www.imdb.com/title/tt1049413/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le fabuleux destin d&apos;Amélie Poulain,0.3989637305699482,8.3,R,0.2646130487012614,https://www.imdb.com/title/tt0211915/,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_.jpg,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppenheimer,0.6994818652849741,8.3,R,0.27252959790920084,https://www.imdb.com/title/tt15398776/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,0.4715025906735752,8.2,R,0.29528819808510165,https://www.imdb.com/title/tt0066921/,"Crime, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg,Alex DeLarge and his droogs barbarize a decaying near-future.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
To Kill a Mockingbird,0.4352331606217617,8.3,Approved,0.1057226567913453,https://www.imdb.com/title/tt0056592/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_.jpg,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodaeiye Nader az Simin,0.4041450777202073,8.3,PG-13,0.0806635556159468,https://www.imdb.com/title/tt1832382/,Drama,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_.jpg,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer&apos;s disease.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Hard,0.45077720207253885,8.2,R,0.32103853119467185,https://www.imdb.com/title/tt0095016/,"Action, Thriller",https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sting,0.4352331606217617,8.3,PG,0.08763536484539727,https://www.imdb.com/title/tt0070735/,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg,Two grifters team up to pull off the ultimate con.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade,0.42487046632124353,8.2,PG-13,0.27094601765903237,https://www.imdb.com/title/tt0097576/,"Action, Adventure",https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taare Zameen Par,0.6062176165803108,8.3,PG,0.06310254637000141,https://www.imdb.com/title/tt0986264/,"Drama, Family",https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_.jpg,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolis,0.5595854922279793,8.3,Not Rated,0.0555432744991864,https://www.imdb.com/title/tt0017136/,"Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg,"In a futuristic city sharply divided between the working class and the city planners, the son of the city&apos;s mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snatch,0.29533678756476683,8.2,R,0.3060960910411609,https://www.imdb.com/title/tt0208092/,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,0.38341968911917096,8.2,R,0.230604437540012,https://www.imdb.com/title/tt8579674/,"Action, Drama, War",https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L.A. Confidential,0.48186528497409326,8.2,R,0.20504778457630016,https://www.imdb.com/title/tt0119488/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ladri di biciclette,0.227979274611399,8.3,Not Rated,0.052211502775406066,https://www.imdb.com/title/tt0040522/,Drama,https://m.media-amazon.com/images/M/MV5BZTQzYTIxYzItYmQ5YS00MmFhLWEyMjItNTBhMTRmM2Y5MDJhXkEyXkFqcGc@._V1_.jpg,"In post-war Italy, a working-class man&apos;s bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der Untergang,0.5751295336787565,8.2,R,0.12046296653085395,https://www.imdb.com/title/tt0363163/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator&apos;s final days in his Berlin bunker at the end of WWII.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dangal,0.601036269430052,8.3,Not Rated,0.06535200774990992,https://www.imdb.com/title/tt5074352/,"Action, Biography, Drama",https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,0.35751295336787564,8.2,R,0.3147721503498749,https://www.imdb.com/title/tt0075314/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,0.5958549222797929,8.3,PG-13,0.03249668918494121,https://www.imdb.com/title/tt8503618/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,0.6994818652849741,8.2,R,0.5476963555007527,https://www.imdb.com/title/tt0993846/,"Biography, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins,0.4922279792746114,8.2,PG-13,0.5389780448513192,https://www.imdb.com/title/tt0372784/,"Action, Drama",https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg,"After witnessing his parents&apos; death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per qualche dollaro in più,0.45077720207253885,8.2,R,0.08661119234635553,https://www.imdb.com/title/tt0059578/,"Drama, Western",https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_.jpg,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Green Book,0.4404145077720208,8.2,PG-13,0.19805772276765884,https://www.imdb.com/title/tt6966692/,"Biography, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Like It Hot,0.39378238341968913,8.2,Approved,0.08902019478882103,https://www.imdb.com/title/tt0053291/,"Comedy, Music, Romance",https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_.jpg,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Truman Show,0.3005181347150259,8.2,PG,0.4128162174842132,https://www.imdb.com/title/tt0120382/,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_.jpg,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judgment at Nuremberg,0.694300518134715,8.3,Approved,0.020877232476340934,https://www.imdb.com/title/tt0055031/,"Drama, War",https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg,"Fictionalized depiction of the 1947 Judges&apos; Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their acti...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Kid,0.11917098445595858,8.2,Passed,0.03781089381528254,https://www.imdb.com/title/tt0012349/,"Comedy, Drama, Family",https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Father,0.2694300518134715,8.2,PG-13,0.06038122201693704,https://www.imdb.com/title/tt10272386/,"Drama, Mystery",https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shutter Island,0.48186528497409326,8.2,R,0.5030968542693796,https://www.imdb.com/title/tt1130884/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_.jpg,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
All About Eve,0.48186528497409326,8.2,Approved,0.0389875091516404,https://www.imdb.com/title/tt0042192/,Drama,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There Will Be Blood,0.5854922279792747,8.2,R,0.21365657975058863,https://www.imdb.com/title/tt0469494/,Drama,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,0.42487046632124353,8.2,PG-13,0.36253238987779557,https://www.imdb.com/title/tt0107290/,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Casino,0.689119170984456,8.2,R,0.18740261065964145,https://www.imdb.com/title/tt0112641/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,0.32124352331606215,8.2,PG-13,0.3568791604895206,https://www.imdb.com/title/tt0167404/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg,"After being shot by a resentful former patient who he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ran,0.5958549222797929,8.2,R,0.038400722531727376,https://www.imdb.com/title/tt0089881/,"Action, Drama, War",https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Top Gun: Maverick,0.4404145077720208,8.2,PG-13,0.24410289587309186,https://www.imdb.com/title/tt1745960/,"Action, Drama",https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Country for Old Men,0.3989637305699482,8.2,R,0.3623752148903189,https://www.imdb.com/title/tt0477348/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El laberinto del fauno,0.378238341968912,8.2,R,0.23315236239076337,https://www.imdb.com/title/tt0457430/,"Drama, Fantasy, War",https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Thing,0.3316062176165803,8.2,R,0.15566002340386265,https://www.imdb.com/title/tt0084787/,"Horror, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Unforgiven,0.4404145077720208,8.2,R,0.14189048046872624,https://www.imdb.com/title/tt0105695/,"Drama, Western",https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Beautiful Mind,0.4663212435233161,8.2,PG-13,0.3320526106934425,https://www.imdb.com/title/tt0268978/,"Biography, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kill Bill: Vol. 1,0.3419689119170985,8.2,R,0.40654037233909507,https://www.imdb.com/title/tt0266697/,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Treasure of the Sierra Madre,0.41968911917098445,8.2,Approved,0.03666740353004881,https://www.imdb.com/title/tt0040897/,"Adventure, Drama, Western",https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yôjinbô,0.3367875647668394,8.2,Not Rated,0.036597773320543,https://www.imdb.com/title/tt0055630/,"Action, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prisoners,0.5595854922279793,8.2,R,0.2775744079911144,https://www.imdb.com/title/tt1392214/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg,"Keller Dover is facing every parent&apos;s worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their s...",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Finding Nemo,0.2849740932642488,8.2,G,0.37711958075853663,https://www.imdb.com/title/tt0266543/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Escape,0.6580310880829017,8.2,Approved,0.08040430138929168,https://www.imdb.com/title/tt0057115/,"Adventure, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monty Python and the Holy Grail,0.2383419689119171,8.2,PG,0.18735427512585828,https://www.imdb.com/title/tt0071853/,"Adventure, Comedy, Fantasy",https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Wild Robot,0.29533678756476683,8.2,PG,0.02723352417418909,https://www.imdb.com/title/tt29623480/,"Animation, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_.jpg,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island&apos;s animals and cares for an orphaned baby goose.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hauru no ugoku shiro,0.38341968911917096,8.2,PG,0.15004803132412997,https://www.imdb.com/title/tt0347149/,"Animation, Adventure, Family",https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Elephant Man,0.4093264248704664,8.2,PG,0.08074704426520862,https://www.imdb.com/title/tt0080678/,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_.jpg,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dial M for Murder,0.3108808290155441,8.2,PG,0.05663876726136274,https://www.imdb.com/title/tt0046912/,"Crime, Thriller",https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg,A former tennis star arranges the murder of his adulterous wife.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rashômon,0.2227979274611399,8.2,Not Rated,0.053809617486782084,https://www.imdb.com/title/tt0042876/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_.jpg,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gone with the Wind,1.0,8.2,G,0.10637569351350656,https://www.imdb.com/title/tt0031381/,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chinatown,0.4404145077720208,8.1,R,0.11245447840550876,https://www.imdb.com/title/tt0071315/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
